timestamp,tvx,tvy,tvz,rvx,rvy,rvz
1398.68,-80.0,75.0,25.0,0.0,0.0,0.0
1398.78,-80.0,75.0,25.0,0.0,0.0,0.0
1398.8775,-80.0,75.0,25.0,0.0,0.0,0.0
1398.98,-80.0,75.0,25.0,0.0,0.0,0.0
1399.08,-80.0,75.0,25.0,0.0,0.0,0.0
1399.18,-80.0,75.0,25.0,0.0,0.0,0.0
1399.2825,-80.0,75.0,25.0,0.0,0.0,0.0
1399.38,-80.0,75.0,25.0,0.0,0.0,0.0
1399.48,-80.0,75.0,25.0,0.0,0.0,0.0
1399.58,-80.0,75.0,25.0,0.0,0.0,0.0
1399.68,-80.0,75.0,25.0,0.0,0.0,0.0
1399.78,-80.0,75.0,25.0,0.0,0.0,0.0
1399.8775,-80.0,75.0,25.0,0.0,0.0,0.0
1399.9775,-80.0,75.0,25.0,0.0,0.0,0.0
1400.08,-80.0,75.0,25.0,0.0,0.0,0.0
1400.18,-80.0,75.0,25.0,0.0,0.0,0.0
1400.28,-80.0,75.0,25.0,0.0,0.0,0.0
1400.38,-80.0,75.0,25.0,0.0,0.0,0.0
1400.48,-80.0,75.0,25.0,0.0,0.0,0.0
1400.58,-80.0,75.0,25.0,0.0,0.0,0.0
1400.68,-80.0,75.0,25.0,0.0,0.0,0.0
1400.78,-80.0,75.0,25.0,0.0,0.0,0.0
1400.88,-80.0,75.0,25.0,0.0,0.0,0.0
1400.98,-80.0,75.0,25.0,0.0,0.0,0.0
1401.08,-80.0,75.0,25.0,0.0,0.0,0.0
1401.18,-80.0,75.0,25.0,0.0,0.0,0.0
1401.28,-80.0,75.0,25.0,0.0,0.0,0.0
1401.38,-80.0,75.0,25.0,0.0,0.0,0.0
1401.48,-80.0,75.0,25.0,0.0,0.0,0.0
1401.58,-80.0,75.0,25.0,0.0,0.0,0.0
1401.6775,-80.0,75.0,25.0,0.0,0.0,0.0
1401.78,-80.0,75.0,25.0,0.0,0.0,0.0
1401.88,-80.0,75.0,25.0,0.0,0.0,0.0
1401.98,-80.0,75.0,25.0,0.0,0.0,0.0
1402.08,-80.0,75.0,25.0,0.0,0.0,0.0
1402.18,-80.0,75.0,25.0,0.0,0.0,0.0
1402.28,-80.0,75.0,25.0,0.0,0.0,0.0
1402.38,-80.0,75.0,25.0,0.0,0.0,0.0
1402.48,-80.0,75.0,25.0,0.0,0.0,0.0
1402.58,-80.0,75.0,25.0,0.0,0.0,0.0
1402.68,-80.0,75.0,25.0,0.0,0.0,0.0
1402.78,-80.0,75.0,25.0,0.0,0.0,0.0
1402.88,-80.0,75.0,25.0,0.0,0.0,0.0
1402.9775,-80.0,75.0,25.0,0.0,0.0,0.0
1403.08,-80.0,75.0,25.0,0.0,0.0,0.0
1403.18,-80.0,75.0,25.0,0.0,0.0,0.0
1403.28,-80.0,75.0,25.0,0.0,0.0,0.0
1403.38,-80.0,75.0,25.0,0.0,0.0,0.0
1403.4825,-80.0,75.0,25.0,0.0,0.0,0.0
1403.58,-80.0,75.0,25.0,0.0,0.0,0.0
1403.68,-80.0,75.0,25.0,0.0,0.0,0.0
1403.78,-80.0,75.0,25.0,0.0,0.0,0.0
1403.88,-80.0,75.0,25.0,0.0,0.0,0.0
1403.98,-80.0,75.0,25.0,0.0,0.0,0.0
1404.08,-80.0,75.0,25.0,0.0,0.0,0.0
1404.18,-80.0,75.0,25.0,0.0,0.0,0.0
1404.2775,-80.0,75.0,25.0,0.0,0.0,0.0
1404.38,-80.0,75.0,25.0,0.0,0.0,0.0
1404.48,-80.0,75.0,25.0,0.0,0.0,0.0
1404.58,-80.0,75.0,25.0,0.0,0.0,0.0
1404.68,-80.0,75.0,25.0,0.0,0.0,0.0
1404.78,-80.0,75.0,25.0,0.0,0.0,0.0
1404.88,-80.0,75.0,25.0,0.0,0.0,0.0
1404.98,-80.0,75.0,25.0,0.0,0.0,0.0
1405.08,-80.0,75.0,25.0,0.0,0.0,0.0
1405.1825,-80.0,75.0,25.0,0.0,0.0,0.0
1405.28,-80.0,75.0,25.0,0.0,0.0,0.0
1405.38,-80.0,75.0,25.0,0.0,0.0,0.0
1405.48,-80.0,75.0,25.0,0.0,0.0,0.0
1405.58,-80.0,75.0,25.0,0.0,0.0,0.0
1405.68,-80.0,75.0,25.0,0.0,0.0,0.0
1405.78,-80.0,75.0,25.0,0.0,0.0,0.0
1405.88,-80.0,75.0,25.0,0.0,0.0,0.0
1405.98,-80.0,75.0,25.0,0.0,0.0,0.0
1406.075,-80.0,75.0,25.0,0.0,0.0,0.0
1406.18,-80.0,75.0,25.0,0.0,0.0,0.0
1406.28,-80.0,75.0,25.0,0.0,0.0,0.0
1406.38,-80.0,75.0,25.0,0.0,0.0,0.0
1406.48,-80.0,75.0,25.0,0.0,0.0,0.0
1406.58,-80.0,75.0,25.0,0.0,0.0,0.0
1406.68,-80.0,75.0,25.0,0.0,0.0,0.0
1406.78,-80.0,75.0,25.0,0.0,0.0,0.0
1406.88,-80.0,75.0,25.0,0.0,0.0,0.0
1406.98,-80.0,75.0,25.0,0.0,0.0,0.0
1407.08,-80.0,75.0,25.0,0.0,0.0,0.0
1407.18,-80.0,75.0,25.0,0.0,0.0,0.0
1407.28,-80.0,75.0,25.0,0.0,0.0,0.0
1407.38,-80.0,75.0,25.0,0.0,0.0,0.0
1407.48,-80.0,75.0,25.0,0.0,0.0,0.0
1407.58,-80.0,75.0,25.0,0.0,0.0,0.0
1407.6775,-80.0,75.0,25.0,0.0,0.0,0.0
1407.78,-80.0,75.0,25.0,0.0,0.0,0.0
1407.88,-80.0,75.0,25.0,0.0,0.0,0.0
1407.98,-80.0,75.0,25.0,0.0,0.0,0.0
1408.08,-80.0,75.0,25.0,0.0,0.0,0.0
1408.1775,-80.0,75.0,25.0,0.0,0.0,0.0
1408.2825,-80.0,75.0,25.0,0.0,0.0,0.0
1408.38,-80.0,75.0,25.0,0.0,0.0,0.0
1408.4775,-80.0,75.0,25.0,0.0,0.0,0.0
1408.5825,-80.0,75.0,25.0,0.0,0.0,0.0
1408.68,-80.0,75.0,25.0,0.0,0.0,0.0
1408.78,-80.0,75.0,25.0,0.0,0.0,0.0
1408.88,-80.0,75.0,25.0,0.0,0.0,0.0
1408.9775,-80.0,75.0,25.0,0.0,0.0,0.0
1409.08,-80.0,75.0,25.0,0.0,0.0,0.0
1409.18,-80.0,75.0,25.0,0.0,0.0,0.0
1409.28,-80.0,75.0,25.0,0.0,0.0,0.0
1409.38,-80.0,75.0,25.0,0.0,0.0,0.0
1409.48,-80.0,75.0,25.0,0.0,0.0,0.0
1409.58,-80.0,75.0,25.0,0.0,0.0,0.0
1409.6825,-80.0,75.0,25.0,0.0,0.0,0.0
1409.78,-80.0,75.0,25.0,0.0,0.0,0.0
1409.88,-80.0,75.0,25.0,0.0,0.0,0.0
1409.98,-80.0,75.0,25.0,0.0,0.0,0.0
1410.08,-80.0,75.0,25.0,0.0,0.0,0.0
1410.1825,-80.0,75.0,25.0,0.0,0.0,0.0
1410.28,-80.0,75.0,25.0,0.0,0.0,0.0
1410.38,-80.0,75.0,25.0,0.0,0.0,0.0
1410.48,-80.0,75.0,25.0,0.0,0.0,0.0
1410.58,-80.0,75.0,25.0,0.0,0.0,0.0
1410.68,-80.0,75.0,25.0,0.0,0.0,0.0
1410.7825,-80.0,75.0,25.0,0.0,0.0,0.0
1410.88,-80.0,75.0,25.0,0.0,0.0,0.0
1410.98,-80.0,75.0,25.0,0.0,0.0,0.0
1411.08,-80.0,75.0,25.0,0.0,0.0,0.0
1411.18,-80.0,75.0,25.0,0.0,0.0,0.0
1411.28,-80.0,75.0,25.0,0.0,0.0,0.0
1411.38,-80.0,75.0,25.0,0.0,0.0,0.0
1411.48,-80.0,75.0,25.0,0.0,0.0,0.0
1411.58,-80.0,75.0,25.0,0.0,0.0,0.0
1411.6775,-80.0,75.0,25.0,0.0,0.0,0.0
1411.7725,-80.0,75.0,25.0,0.0,0.0,0.0
1411.88,-80.0,75.0,25.0,0.0,0.0,0.0
1411.98,-80.0,75.0,25.0,0.0,0.0,0.0
1412.075,-80.0,75.0,25.0,0.0,0.0,0.0
1412.18,-80.0,75.0,25.0,0.0,0.0,0.0
1412.2825,-80.0,75.0,25.0,0.0,0.0,0.0
1412.38,-80.0,75.0,25.0,0.0,0.0,0.0
1412.48,-80.0,75.0,25.0,0.0,0.0,0.0
1412.58,-80.0,75.0,25.0,0.0,0.0,0.0
1412.68,-80.0,75.0,25.0,0.0,0.0,0.0
1412.78,-80.0,75.0,25.0,0.0,0.0,0.0
1412.8825,-80.0,75.0,25.0,0.0,0.0,0.0
1412.98,-80.0,75.0,25.0,0.0,0.0,0.0
1413.08,-80.0,75.0,25.0,0.0,0.0,0.0
1413.1825,-80.0,75.0,25.0,0.0,0.0,0.0
1413.28,-80.0,75.0,25.0,0.0,0.0,0.0
1413.38,-80.0,75.0,25.0,0.0,0.0,0.0
1413.48,-80.0,75.0,25.0,0.0,0.0,0.0
1413.5775,-80.0,75.0,25.0,0.0,0.0,0.0
1413.675,-80.0,75.0,25.0,0.0,0.0,0.0
1413.78,-80.0,75.0,25.0,0.0,0.0,0.0
1413.88,-80.0,75.0,25.0,0.0,0.0,0.0
1413.9775,-80.0,75.0,25.0,0.0,0.0,0.0
1414.08,-80.0,75.0,25.0,0.0,0.0,0.0
1414.18,-80.0,75.0,25.0,0.0,0.0,0.0
1414.285,-80.0,75.0,25.0,0.0,0.0,0.0
1414.38,-80.0,75.0,25.0,0.0,0.0,0.0
1414.4825,-80.0,75.0,25.0,0.0,0.0,0.0
1414.58,-80.0,75.0,25.0,0.0,0.0,0.0
1414.68,-80.0,75.0,25.0,0.0,0.0,0.0
1414.78,-80.0,75.0,25.0,0.0,0.0,0.0
1414.88,-80.0,75.0,25.0,0.0,0.0,0.0
1414.98,-80.0,75.0,25.0,0.0,0.0,0.0
1415.08,-80.0,75.0,25.0,0.0,0.0,0.0
1415.18,-80.0,75.0,25.0,0.0,0.0,0.0
1415.28,-80.0,75.0,25.0,0.0,0.0,0.0
1415.38,-80.0,75.0,25.0,0.0,0.0,0.0
