timestamp,tvx,tvy,tvz,rvx,rvy,rvz
8329.4,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8329.5,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8329.6,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8329.7,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8329.7975,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8329.9,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8330.0,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8330.1,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8330.2,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8330.3,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8330.4,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8330.5,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8330.6,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8330.7,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8330.8,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8330.9,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8331.0,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8331.0975,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8331.2,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8331.3025,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8331.4,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8331.5,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8331.6025,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8331.7,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8331.8,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8331.9,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8332.0,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8332.0975,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8332.2025,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8332.3,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8332.4,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8332.5,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8332.6,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8332.7,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8332.8,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8332.9,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8333.0,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8333.095,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8333.2,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8333.2975,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8333.4,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8333.5,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8333.6,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8333.7,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8333.8,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8333.9,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8334.0,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8334.1,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8334.2,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8334.3,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8334.4,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8334.5,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8334.6,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8334.7,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8334.805,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8334.9,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8335.0,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8335.1,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8335.2,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8335.2975,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8335.4,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8335.5,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8335.6,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8335.7,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8335.8,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8335.9,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8336.0,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8336.1,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8336.2,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8336.3,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8336.4,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8336.5,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8336.6,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8336.7,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8336.8,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8336.9,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8337.0,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8337.1,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8337.2,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8337.3,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8337.4,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8337.5,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8337.6,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8337.7,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8337.7975,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8337.9,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8338.0,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8338.095,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8338.205,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8338.3,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8338.4,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8338.5,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8338.6,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8338.7,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8338.8,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8338.9,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8339.0,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
8339.1,-81.42375642636546,74.8070528607149,30.0,0.0,0.0,0.0
