timestamp,tx,ty,tz,rx,ry,rz,rw
19915.885,-79.4234619140625,73.71533966064453,73.33000183105469,0.0011490885612234192,-0.03716674567342408,0.00011003620482378947,-0.9993084111041792
19915.8875,-79.4234619140625,73.71533966064453,73.33000183105469,0.0011490885612234192,-0.03716674567342408,0.00011003620482378947,-0.9993084111041792
19916.135,-79.4234619140625,73.71533966064453,73.27999877929688,0.0014829796052609457,-0.03692165675669998,0.00016756463622494153,-0.9993170487667684
19916.135,-79.4234619140625,73.71533966064453,73.27999877929688,0.0014829796052609457,-0.03692165675669998,0.00016756463622494153,-0.9993170487667684
19916.385,-79.4234619140625,73.71533966064453,73.2300033569336,0.0015585475207083842,-0.03882008185425434,3.5190944564044683e-05,-0.9992450004558703
19916.385,-79.4234619140625,73.71533966064453,73.2300033569336,0.0015585475207083842,-0.03882008185425434,3.5190944564044683e-05,-0.9992450004558703
19916.635,-79.44161987304688,73.71533966064453,73.19000244140625,0.0015238657943300012,-0.04139756651974611,1.749567683440948e-05,-0.9991415910736503
19916.635,-79.44161987304688,73.71533966064453,73.19000244140625,0.0015238657943300012,-0.04139756651974611,1.749567683440948e-05,-0.9991415910736503
19916.8825,-79.45069885253906,73.71533966064453,73.1500015258789,0.0014892490166921154,-0.04166056741410912,6.079547090597851e-05,-0.9991307099494099
19916.8825,-79.45069885253906,73.71533966064453,73.1500015258789,0.0014892490166921154,-0.04166056741410912,6.079547090597851e-05,-0.9991307099494099
19917.1325,-79.45069885253906,73.71533966064453,73.12000274658203,0.0014490919735866666,-0.042026244835415186,3.5333259543255643e-05,-0.99911545560513
19917.1325,-79.45069885253906,73.71533966064453,73.12000274658203,0.0014490919735866666,-0.042026244835415186,3.5333259543255643e-05,-0.99911545560513
19917.385,-79.4688491821289,73.71533966064453,73.08999633789062,0.0014231389201899676,-0.043600222769794715,1.3234784479612794e-05,-0.9990480444277334
19917.385,-79.4688491821289,73.71533966064453,73.08999633789062,0.0014231389201899676,-0.043600222769794715,1.3234784479612794e-05,-0.9990480444277334
19917.6325,-79.48700714111328,73.71533966064453,73.06999969482422,0.0013935098779931903,-0.045775438444462,1.60314628138308e-05,-0.9989507831261906
19917.635,-79.48700714111328,73.71533966064453,73.06999969482422,0.0013935098779931903,-0.045775438444462,1.60314628138308e-05,-0.9989507831261906
19917.8825,-79.49608612060547,73.71533966064453,73.05000305175781,0.001362490299726124,-0.046058015428906696,6.850979506847428e-07,-0.9989378373224554
19917.8825,-79.49608612060547,73.71533966064453,73.05000305175781,0.001362490299726124,-0.046058015428906696,6.850979506847428e-07,-0.9989378373224554
19918.135,-79.50516510009766,73.71533966064453,73.02999877929688,0.001335012380545894,-0.04503829734347871,2.0273451600352452e-07,-0.9989843690039915
19918.135,-79.50516510009766,73.71533966064453,73.02999877929688,0.001335012380545894,-0.04503829734347871,2.0273451600352452e-07,-0.9989843690039915
